,City,Latitude,Longitude,Country,Date,Cloudiness,Humidity,Temp,Wind Speed
399,Sur,20.453668158813414,61.26382470020164,OM,1538950838.0,0.0,91.0,84.31,4.63
400,Lyuban,52.70921932223379,28.584609951178095,BY,1538950839.0,8.0,68.0,61.63,10.78
401,Constitucion,19.991033994668186,-120.22679197368728,MX,1538945580.0,90.0,46.0,71.6,18.34
402,Ouesso,1.651410591918804,16.587927899630955,CG,1538950839.0,8.0,90.0,75.67,2.17
403,Anori,-4.157422409542562,-60.95461565856441,BR,1538950839.0,44.0,77.0,85.66,4.18
404,Auki,-7.966227885781677,161.98345007634532,SB,1538950839.0,32.0,100.0,79.54,4.63
405,Erenhot,43.236887857921175,114.31732042064192,CN,1538950839.0,48.0,64.0,26.26,9.22
406,Drezdenko,53.047928567635694,15.779420195471232,PL,1538950840.0,48.0,72.0,49.66,6.64
407,Calabozo,8.074952195533413,-67.46241819857016,VE,1538950840.0,32.0,62.0,89.62,4.63
408,Chicama,-8.405118034660049,-80.10724507917526,PE,1538946000.0,20.0,82.0,68.0,10.29
409,Tuatapere,-47.73458465485122,157.26846787896363,NZ,1538950840.0,12.0,100.0,45.16,12.35
410,Oskemen,49.747531337572354,82.73018234917316,KZ,1538949600.0,90.0,81.0,46.4,11.18
411,Manavalakurichi,7.2418743907510645,76.09036829062916,IN,1538949600.0,40.0,83.0,78.8,2.39
412,Lubango,-16.189096869202075,13.34303676136156,AO,1538950841.0,68.0,67.0,63.52,1.95
413,Ocampo,27.407051605842298,-102.46788700490818,MX,1538950841.0,92.0,56.0,74.59,5.3
414,Ambalavao,-22.083101926360158,46.81640007125583,MG,1538950841.0,12.0,89.0,51.01,2.62
416,Tahta,24.374295955203777,28.99025475888891,EG,1538946000.0,0.0,57.0,75.2,9.17
417,Isangel,-17.243132918776425,174.77234539178522,VU,1538950841.0,36.0,100.0,74.14,11.9
418,Acapulco,3.833711012422711,-106.08212161403864,MX,1538945460.0,40.0,74.0,86.0,8.05
419,Atar,22.876727775379166,-13.670219014798931,MR,1538950841.0,0.0,22.0,87.37,6.76
421,Pucara,-7.403203093311561,-77.38959796101135,PE,1538946000.0,75.0,46.0,69.8,8.05
422,Mar del Plata,-72.66319919510553,-19.719762961884157,AR,1538950672.0,92.0,52.0,55.51,16.15
423,Pacific Grove,31.07582760243882,-129.87932247760605,US,1538949300.0,1.0,43.0,78.48,11.41
425,Shelburne,39.16109137295163,-64.0647072008906,CA,1538947260.0,90.0,93.0,54.84,5.82
426,Lerwick,59.07182372963533,0.5912336464163559,GB,1538949000.0,36.0,93.0,50.0,14.99
427,Abha,17.859530910945978,40.471967351634675,SA,1538946000.0,0.0,25.0,65.35,3.36
428,Bundaberg,-24.839414114136304,152.40465970414948,AU,1538950842.0,12.0,100.0,69.91,4.97
430,Narsaq,86.81560500633216,-63.845882193424714,GL,1538949000.0,20.0,58.0,28.4,11.41
431,Ust-Ishim,57.61425262835999,70.69638404659068,RU,1538950843.0,92.0,97.0,40.39,11.45
432,Los Llanos de Aridane,28.80621926598232,-25.04956719459824,ES,1538949600.0,8.0,88.0,75.2,11.41
433,Luancheng,37.98579779865972,114.72488188410478,CN,1538949600.0,0.0,50.0,51.8,8.95
434,Moses Lake,47.87185594229521,-118.94061702225999,US,1538949180.0,1.0,61.0,53.96,4.07
435,Slonim,53.34499511284699,25.499773796608054,BY,1538950844.0,0.0,90.0,54.7,9.44
436,Benoy,8.754392435862485,16.535490246160435,TD,1538950844.0,48.0,77.0,75.58,4.07
437,Mount Hagen,-5.533437746208776,144.65514360680737,PG,1538949600.0,75.0,88.0,62.6,6.93
438,Sanghar,26.251247227071204,69.16499870381301,PK,1538950844.0,0.0,56.0,72.25,1.61
439,Baraboo,43.41521233718208,-89.80018748715757,US,1538949360.0,90.0,94.0,50.11,9.17
440,Kosh-Agach,48.948807100873495,88.3358549925851,RU,1538950844.0,0.0,65.0,14.38,2.95
441,Mecca,19.54637128990491,40.03498863191646,SA,1538950844.0,0.0,69.0,71.98,2.73
442,Beyneu,45.59938285466447,55.83454071044261,KZ,1538950845.0,0.0,70.0,36.88,5.75
443,Alibag,18.438230410043175,71.70591147429226,IN,1538949600.0,20.0,70.0,86.0,3.36
444,Bud,73.34466227835372,3.1351066041091826,NO,1538949000.0,75.0,57.0,48.78,10.29
446,Kaeo,-29.311450731155993,175.5574356152636,NZ,1538950845.0,0.0,75.0,59.02,6.08
447,High Level,60.69530816592547,-119.05865812726759,CA,1538949600.0,75.0,52.0,32.0,16.11
448,Ossora,61.64793094548921,162.54162672690535,RU,1538950846.0,20.0,99.0,41.65,14.7
449,Usinsk,69.33799102412576,57.89273007462987,RU,1538950846.0,92.0,97.0,37.06,11.23
450,Usogorsk,64.48885166644368,48.3814687008296,RU,1538950846.0,92.0,98.0,38.59,2.95
451,Srednekolymsk,67.83188555109638,155.81219931675446,RU,1538950846.0,88.0,96.0,28.6,3.06
452,Collie,-33.02657065732315,117.18175137695857,AU,1538950846.0,36.0,87.0,53.62,8.88
453,Marawi,20.405519833674276,28.83126665083455,SD,1538950846.0,0.0,25.0,75.22,3.4
454,Roald,67.19861029645347,2.8557307253231556,NO,1538949000.0,75.0,57.0,49.33,20.8
455,Yenagoa,2.2441771477959094,4.467193586127507,NG,1538950847.0,44.0,96.0,75.22,6.87
456,Turiacu,-0.8759471316122358,-45.041532000150596,BR,1538950847.0,44.0,37.0,97.18,3.74
457,Jiwani,23.169309908518116,61.78038296676155,PK,1538950673.0,36.0,85.0,78.64,4.41
458,Nuuk,65.79019842408132,-51.159081877840094,GL,1538949000.0,12.0,100.0,32.0,8.05
459,Sao Gabriel da Cachoeira,1.3187070965239087,-65.97944343848803,BR,1538950847.0,24.0,78.0,84.76,2.51
460,Placido de Castro,-9.741471341555695,-66.42816770565042,BR,1538950848.0,8.0,40.0,95.38,3.18
461,Puerto Madero,12.15067532998475,-95.01134948772521,MX,1538950848.0,92.0,98.0,76.12,2.73
462,Isiro,2.9599938947473987,27.064324590321377,CD,1538950848.0,56.0,96.0,70.27,2.17
463,Oktyabrskiy,49.679105995287756,118.83684457492171,RU,1538949600.0,0.0,67.0,57.2,13.42
464,Itarema,5.754594965414,-35.92347100717302,BR,1538950848.0,0.0,62.0,83.68,18.61
465,Yatsushiro,32.48152684085399,130.68315626604658,JP,1538949600.0,20.0,100.0,62.6,4.7
466,Kampong Thum,13.195351007842604,105.10015507478818,KH,1538950849.0,20.0,96.0,72.34,2.51
468,Rancho Palos Verdes,32.73619741487657,-118.94154804507119,US,1538949900.0,40.0,60.0,74.3,13.87
469,Esperance,-31.190747037053193,122.66216971077165,AU,1538950849.0,76.0,99.0,55.6,3.96
470,Umrala,21.680937610608396,71.75536588757558,IN,1538950849.0,8.0,67.0,81.79,6.76
471,Santa Maria,20.164130522298507,-21.530791957009285,CV,1538949600.0,0.0,69.0,82.4,11.41
472,Dubbo,-29.788327584223254,146.40355801503677,AU,1538947800.0,0.0,67.0,59.0,6.93
473,Kitakata,37.700994905255996,139.56619441551857,JP,1538950850.0,76.0,100.0,56.14,1.83
474,Srandakan,-15.171932123886918,107.59380772485213,ID,1538950850.0,92.0,96.0,69.82,2.39
475,Cap Malheureux,-16.31619160275818,56.910039494210224,MU,1538946000.0,20.0,82.0,68.0,8.05
476,Quatre Cocos,-17.04218444764571,69.49998477921693,MU,1538946000.0,20.0,82.0,68.0,8.05
477,Pasni,23.221952862307546,63.2552968658693,PK,1538950850.0,0.0,81.0,82.42,7.31
478,Canutama,-6.672659785311055,-63.64878175809284,BR,1538950850.0,36.0,46.0,94.21,3.4
479,Berlevag,86.82011450045616,31.185549764457193,NO,1538949000.0,75.0,86.0,37.33,12.75
480,Ust-Maya,59.10482364319819,133.5315662590724,RU,1538950851.0,0.0,78.0,20.05,4.97
481,Bengbu,32.964726460377065,117.47923708514537,CN,1538950851.0,76.0,88.0,62.17,8.21
482,Lakitelek,46.861487403345905,19.9512358548659,HU,1538948700.0,0.0,76.0,56.55,2.24
483,Mehamn,87.82542931742117,30.345669285384673,NO,1538949000.0,75.0,86.0,38.82,12.75
484,Abu Dhabi,22.106344712085672,54.541822599390684,AE,1538949600.0,0.0,59.0,86.81,5.82
485,Nsanje,-18.045631738593045,34.49229935735286,MW,1538950852.0,0.0,59.0,70.72,9.33
486,Ugoofaaru,5.470438313370337,72.71537915242314,MV,1538950852.0,80.0,100.0,80.71,10.78
487,Baruun-Urt,46.2139393905633,114.06632809964924,MN,1538950852.0,64.0,73.0,21.76,7.31
488,Kodinsk,57.99219897839234,99.64301039175967,RU,1538950852.0,0.0,87.0,30.4,3.74
489,Koumac,-22.245669439891472,162.0278681345049,NC,1538950852.0,0.0,78.0,73.87,5.19
490,Husavik,68.99537775062848,-17.715205951236612,IS,1538946000.0,75.0,75.0,41.0,5.82
492,Tromso,72.09872899760529,18.480409058112826,NO,1538949000.0,75.0,96.0,37.4,12.75
493,Sungaipenuh,-4.979236383424237,97.8522613917757,ID,1538950853.0,76.0,94.0,66.22,0.38
494,Comodoro Rivadavia,-48.916015570966394,-62.25777294801517,AR,1538946000.0,40.0,33.0,62.6,17.22
495,North Bend,42.766800397488254,-132.05993093371947,US,1538949360.0,90.0,74.0,57.4,6.93
497,Couva,10.438532199408385,-61.68534210256047,TT,1538946000.0,20.0,83.0,82.4,6.93
498,Hauterive,53.955706376847814,-70.62563305214768,CA,1538949600.0,90.0,75.0,42.3,3.36
499,Cockburn Town,24.231064218638977,-67.10715520948689,TC,1538950568.0,92.0,100.0,79.9,16.37
500,Mvuma,-19.091058224928332,31.022548062811723,ZW,1538950853.0,0.0,43.0,56.86,11.9
502,Port Hedland,-24.190761632945467,120.08967058968369,AU,1538947800.0,0.0,88.0,69.8,9.17
503,Wagar,16.98491025633372,36.488126308283455,SD,1538950854.0,0.0,39.0,76.39,7.2
504,Rosetta,31.674773009154237,30.48798489415111,EG,1538946000.0,40.0,64.0,75.2,11.41
506,Svetlaya,46.94106309703531,139.75688613089062,RU,1538950854.0,76.0,100.0,53.08,7.87
507,Tianpeng,31.860783197585434,103.7624072928217,CN,1538950854.0,36.0,73.0,65.14,5.41
508,Smithers,57.92447079690257,-125.94296518239598,CA,1538949600.0,90.0,93.0,46.4,2.24
509,Padang,-7.920917302299003,87.11972384388713,ID,1538950855.0,36.0,100.0,79.54,3.06
510,Rodeo,25.539905474422284,-104.46275185098837,MX,1538950855.0,24.0,73.0,73.51,3.4
511,Songjianghe,40.70317547897733,128.50515075706267,CN,1538950855.0,0.0,61.0,34.9,6.53
512,Camacha,35.78719406950346,-18.002231254175996,PT,1538949600.0,40.0,83.0,70.59,12.75
513,Jieshou,33.46394746066261,115.48861045931835,CN,1538950855.0,48.0,85.0,58.66,2.73
514,Gladstone,-23.395091449572476,152.039800746989,AU,1538950856.0,100.0,90.0,67.48,4.63
515,Chulym,55.18675908668135,81.1792719563287,RU,1538950856.0,76.0,94.0,43.72,12.46
516,Alofi,-21.740352419397624,-165.67662765012264,NU,1538946000.0,8.0,69.0,80.6,5.82
517,Port Augusta,-28.941246515746585,137.50659347286853,AU,1538946480.0,44.0,43.0,71.6,8.05
518,Tuy Hoa,13.33398064714342,110.20084001583899,VN,1538950856.0,68.0,97.0,75.76,7.43
519,Megion,61.855080844948986,75.58254367621822,RU,1538949600.0,0.0,75.0,41.0,4.47
520,Praia,12.343085099833786,-22.76941010543868,CV,1538946000.0,75.0,83.0,80.6,11.41
521,Araouane,20.12808754965961,-4.640329555407902,ML,1538950856.0,0.0,20.0,80.71,9.44
522,Khasan,39.42380300646158,131.18723289823595,RU,1538950828.0,0.0,100.0,45.52,4.74
523,Cockburn Town,25.743180290863705,-73.63441202303004,BS,1538950857.0,88.0,100.0,81.07,17.83
524,Ambilobe,-12.165827561007177,49.621247157187895,MG,1538950857.0,8.0,82.0,70.72,3.4
525,Ishige,36.071904531490446,139.98693127204047,JP,1538949600.0,75.0,73.0,71.02,8.05
526,Tsnori,41.585273091780806,45.987204406752994,GE,1538949600.0,40.0,76.0,57.2,2.24
527,Fort Nelson,60.60649682978578,-123.04337302715444,CA,1538949600.0,90.0,86.0,26.6,8.05
529,Breves,-1.5208944466823908,-50.19579764932024,BR,1538950857.0,36.0,93.0,79.36,4.97
530,Motygino,58.10318860583095,95.59296600381958,RU,1538950857.0,0.0,92.0,36.61,5.53
531,Timizart,36.589705689641335,4.319441733335822,DZ,1538950858.0,0.0,97.0,54.79,1.72
532,Floro,61.84341736638609,4.659547344935675,NO,1538949000.0,100.0,87.0,42.06,31.09
533,Chuy,-44.81175919121547,-41.263696900866904,UY,1538950858.0,0.0,82.0,68.02,10.33
534,Verkhnyaya Inta,63.71065577991379,60.616524555687874,RU,1538950858.0,76.0,96.0,37.06,6.64
535,Clyde River,71.92480381527082,-83.87224116123876,CA,1538949600.0,90.0,85.0,24.8,5.82
536,Kasongo,-4.566078890260158,26.6517110838503,CD,1538950858.0,68.0,98.0,70.54,2.28
537,Fatehpur,27.99117132203,75.07116499480898,IN,1538950859.0,0.0,72.0,70.36,0.6
538,Kiama,-36.03909827212904,152.83952452335888,AU,1538947800.0,40.0,93.0,60.8,17.22
539,Sept-Iles,50.87291950059921,-66.1406793821895,CA,1538946000.0,20.0,45.0,44.6,4.7
540,Kudahuvadhoo,1.6506573477165176,69.84862335924194,MV,1538950859.0,80.0,97.0,83.86,18.5
541,Pihuamo,19.287693033337277,-103.49237907746664,MX,1538950859.0,48.0,71.0,77.02,2.28
542,Jardim,-21.640227374340057,-56.29118403893408,BR,1538950859.0,12.0,95.0,76.12,2.39
543,Grand-Santi,3.0393994895776473,-56.734586183516384,GF,1538950860.0,12.0,42.0,93.22,2.28
544,Votkinsk,57.13430140996027,54.41122677675631,RU,1538950860.0,88.0,97.0,47.32,9.66
545,Tilichiki,59.29317907417246,167.7034367453034,RU,1538950860.0,0.0,87.0,39.04,9.22
546,Dzhebariki-Khaya,62.921857254088565,137.7944380291005,RU,1538950860.0,32.0,83.0,17.26,1.95
547,Kirundo,-2.3239247682149795,30.110361239947167,BI,1538947800.0,40.0,56.0,69.8,9.17
548,Barcelos,-0.792519374564165,-63.13820476063928,BR,1538950654.0,12.0,41.0,94.93,3.62
549,Vestmannaeyjar,56.402816741825035,-20.328965758330497,IS,1538950861.0,80.0,100.0,41.29,7.43
550,Pochutla,14.138253293052372,-96.59943546419605,MX,1538945100.0,75.0,74.0,84.2,8.05
551,Luang Prabang,20.0882651727333,102.51526622637766,LA,1538950788.0,24.0,98.0,65.59,1.72
552,Port-Cartier,51.983322533519384,-68.49691932037675,CA,1538946000.0,20.0,45.0,44.6,4.7
553,Kavaratti,8.342745930249706,63.71012319109994,IN,1538950861.0,92.0,100.0,76.93,11.68
554,Hit,33.62187631780593,42.8074477070862,IQ,1538950860.0,76.0,23.0,75.94,5.75
555,Graaff-Reinet,-33.058101034246235,24.42001771268275,ZA,1538950862.0,0.0,81.0,55.06,2.62
556,Freeport,26.71112140867494,-79.27682721118232,BS,1538946000.0,75.0,66.0,86.0,9.17
557,Livadiya,42.130175472246236,132.61514925330766,RU,1538950862.0,0.0,100.0,60.1,15.7
559,Dawei,13.218044158171978,96.06034266008555,MM,1538950862.0,24.0,97.0,72.61,2.28
560,Guerrero Negro,16.40335324733762,-129.56981052262637,MX,1538950862.0,64.0,82.0,70.54,11.12
561,Skjervoy,73.66839798852939,21.084862031628717,NO,1538950862.0,88.0,100.0,41.29,19.28
562,Rojhan,28.82884674247515,70.02612387364931,PK,1538950862.0,0.0,52.0,72.43,2.62
563,Manokwari,-0.001861085853661848,134.52332083550198,ID,1538950863.0,56.0,100.0,82.24,1.16
564,Hammonton,39.54758430691305,-74.64195700184148,US,1538949360.0,1.0,87.0,77.65,10.33
565,Price,38.92481795191355,-110.86944118954835,US,1538949180.0,90.0,79.0,46.94,16.11
566,La Fria,8.383719419019783,-71.99522179547074,VE,1538946000.0,40.0,62.0,86.0,11.41
567,Uvinza,-5.454798021810348,30.435657883952388,TZ,1538950863.0,76.0,38.0,78.1,3.18
568,Kungurtug,48.10398284536703,97.08735249329487,RU,1538950863.0,8.0,64.0,12.49,2.39
569,Chumikan,55.80548110367786,135.71594692346088,RU,1538950863.0,92.0,100.0,42.01,11.9
570,Hornepayne,49.93745961276002,-84.8991733625245,CA,1538950864.0,0.0,64.0,42.37,3.62
571,Dori,14.177060973446387,0.26271281065027097,BF,1538950864.0,24.0,72.0,82.51,1.95
572,Springdale,50.16203438679989,-56.22649055152608,CA,1538950864.0,0.0,89.0,42.46,16.37
573,Deputatskiy,75.70221911370197,141.18730994130556,RU,1538950804.0,80.0,78.0,8.08,2.73
574,Saltillo,24.915994797816296,-100.99378800810864,MX,1538944800.0,75.0,54.0,78.8,5.82
575,Mahibadhoo,4.569121246709372,64.95672101162276,MV,1538950828.0,76.0,94.0,84.13,17.38
577,Aklavik,70.55168104045407,-139.4228835513736,CA,1538949600.0,20.0,95.0,32.0,12.75
578,Tabanan,-8.86077382541579,114.75720160309902,ID,1538949600.0,20.0,88.0,78.8,9.17
579,Quzhou,29.286933638207003,118.90612516249467,CN,1538950865.0,8.0,89.0,50.38,2.73
580,Havoysund,75.18803665832411,22.96485755177619,NO,1538949000.0,75.0,100.0,39.2,31.09
581,Emerald,-23.069269351211148,146.64944552471303,AU,1538950865.0,0.0,88.0,65.14,7.2
582,Les Cayes,17.833306701388366,-74.1080556925475,HT,1538950597.0,92.0,100.0,74.32,7.99
585,Shakiso,5.563264689366861,38.48354787509385,ET,1538950865.0,92.0,98.0,58.84,2.39
586,Utevka,52.84392197246942,50.91950631994786,RU,1538950866.0,0.0,70.0,50.56,14.03
587,Itupiranga,-4.795506746986007,-50.96222731803084,BR,1538946000.0,0.0,94.0,75.2,4.7
